player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,corner_taken,offsides,dribbles,total_attempts,on_target,off_target,blocked,right_foot,left_foot,headers,others,inside_area,outside_areas,penalties,pass_accuracy,pass_attempted,pass_completed,cross_accuracy,cross_attempted,cross_completed,freekicks_taken,fouls_committed,fouls_suffered,yellow,red,balls_recoverd,tackles,tackles_won,tackles_lost,clearance_attempted,saved,conceded,saved_penalties,cleansheets,punches_made
Nuno Mendes,Paris,Defender,581,8,0,0,62.2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,83.6,258,220,16,12,2,3,5,10,0,1,25,5,4,1,12,0,0,0,0,0
Bonucci,Juventus,Defender,580,7,0,0,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.3,434,391,0,0,0,15,0,0,0,0,36,6,2,4,17,0,0,0,0,0
Kondogbia,Atlético,Midfielder,578,9,0,0,71.3,0,0,0,6,1,4,1,0,0,0,0,0,0,0,84.5,242,209,0,1,0,9,5,11,0,2,40,15,6,9,7,0,0,0,0,0
De Paul,Atlético,Midfielder,577,9,1,0,74.5,0,0,0,13,4,6,3,1,0,0,0,1,0,0,75.8,293,228,29,17,5,19,12,13,0,2,25,6,1,5,9,0,0,0,0,0
Antony,Ajax,Forward,577,7,2,5,65.1,3,4,28,26,10,9,7,0,2,0,0,2,0,0,81.9,322,262,18,27,5,2,5,9,0,1,25,7,3,4,2,0,0,0,0,0
Walker,Man. City,Defender,577,7,1,0,64.1,0,0,0,2,1,0,1,1,0,0,0,1,0,0,86.6,397,347,9,11,1,2,3,1,1,0,34,3,1,2,11,0,0,0,0,0
João Félix,Atlético,Forward,573,8,1,1,68.5,1,3,21,12,3,7,2,0,0,1,0,1,0,0,81.3,160,131,50,2,1,0,4,13,0,2,5,6,1,5,7,0,0,0,0,0
Wöber,Salzburg,Defender,573,7,1,0,66.5,0,0,0,8,2,4,2,0,1,0,0,0,1,0,79.0,314,255,0,2,0,12,7,3,0,0,39,14,6,8,36,0,0,0,0,0
Blind,Ajax,Defender,572,8,1,1,70.9,0,1,8,4,2,1,1,0,1,0,0,0,1,0,83.9,439,368,53,15,8,17,5,0,0,1,32,11,4,7,8,0,0,0,0,0
L. Hernández,Bayern,Defender,572,8,0,0,69.4,0,0,0,6,1,4,1,0,0,0,0,0,0,0,92.0,543,496,37,8,3,12,11,6,0,2,49,9,6,3,15,0,0,0,0,0
J. Timber,Ajax,Midfielder,570,8,0,0,64.9,0,0,0,2,0,2,0,0,0,0,0,0,0,0,95.8,497,474,0,1,0,14,10,6,0,3,35,6,2,4,12,0,0,0,0,0
Jorginho,Chelsea,Midfielder,561,8,2,2,68.7,1,0,1,4,2,1,1,2,0,0,0,2,0,2,91.5,519,477,50,4,2,12,9,8,0,0,38,7,5,2,2,0,0,0,0,0
Gonçalo Inácio,Sporting CP,Defender,561,7,0,1,60.7,0,0,2,1,0,1,0,0,0,0,0,0,0,0,91.4,271,246,0,0,0,17,3,2,0,1,28,4,3,1,16,0,0,0,0,0
Álvarez,Ajax,Midfielder,558,7,0,0,73,0,0,0,7,2,4,1,0,0,0,0,0,0,0,93.3,363,340,0,1,0,7,17,6,0,4,29,19,10,9,7,0,0,0,0,0
Alex Sandro,Juventus,Defender,553,7,1,0,69,0,0,0,6,1,5,0,0,0,1,0,1,0,0,86.9,325,284,14,7,1,11,8,9,0,0,32,11,4,7,11,0,0,0,0,0
Alonso,Chelsea,Defender,548,8,0,0,68.9,0,0,0,12,4,4,4,0,0,0,0,0,0,0,86.3,300,258,38,34,13,10,11,7,0,1,17,3,1,2,4,0,0,0,0,0
Everton,Benfica,Forward,543,9,0,0,67.1,0,0,0,9,4,4,1,0,0,0,0,0,0,0,78.7,115,87,44,9,4,0,6,9,0,0,13,7,5,2,2,0,0,0,0,0
Džeko,Inter,Forward,541,7,3,1,64.6,0,2,4,25,12,6,7,1,1,1,0,3,0,0,72.9,157,116,0,6,0,1,3,10,0,0,6,0,0,0,5,0,0,0,0,0
Vanaken,Club Brugge,Midfielder,540,6,3,1,69.4,2,0,7,12,6,1,5,3,0,0,0,3,0,0,83.8,288,241,100,1,1,7,3,5,0,0,22,1,0,1,3,0,0,0,0,0
S. Thill,Sheriff,Midfielder,540,6,2,1,76.8,9,0,1,13,6,5,2,0,1,0,1,0,2,0,81.2,206,167,23,17,4,18,2,2,0,1,14,12,6,6,16,0,0,0,0,0
Coates,Sporting CP,Defender,540,6,2,0,50.9,0,0,0,7,2,4,1,0,0,2,0,2,0,0,87.0,240,211,0,0,0,10,1,3,0,1,28,6,2,4,29,0,0,0,0,0
Arnold,Wolfsburg,Midfielder,540,6,0,3,67.3,10,0,1,5,1,3,1,0,0,0,0,0,0,0,78.7,266,210,38,18,7,25,10,9,0,3,30,5,2,3,8,0,0,0,0,0
Cristiano,Sheriff,Defender,540,6,0,3,63.2,0,1,7,3,1,2,0,0,0,0,0,0,0,0,73.3,159,117,42,21,9,4,4,3,0,1,18,8,3,5,18,0,0,0,0,0
Zabarnyi,Dynamo Kyiv,Defender,540,6,0,0,67.1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,90.2,241,221,0,1,0,10,5,8,0,1,26,4,2,2,26,0,0,0,0,0
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,293,253,0,1,0,10,6,6,0,1,51,3,1,2,6,0,0,0,0,0
Fernando Costanza,Sheriff,Defender,540,6,0,0,64.6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,65.5,136,92,18,11,2,4,6,8,0,2,39,19,13,6,39,0,0,0,0,0
Dodô,Shakhtar Donetsk,Defender,540,6,0,0,64.5,0,0,0,7,2,4,1,0,0,0,0,0,0,0,88.2,289,256,10,10,1,11,5,8,0,0,37,10,6,4,8,0,0,0,0,0
Barrios,Zenit,Midfielder,540,6,0,0,61.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,91.7,306,282,0,2,0,8,6,9,0,1,41,11,7,4,13,0,0,0,0,0
Lacroix,Wolfsburg,Defender,540,6,0,0,61.3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,81.8,284,232,0,0,0,22,5,6,0,2,35,1,1,0,30,0,0,0,0,0
Hendry,Club Brugge,Defender,540,6,0,0,61,0,0,0,2,1,0,1,0,0,0,0,0,0,0,84.2,175,148,0,1,0,9,4,2,0,0,42,6,4,2,18,0,0,0,0,0
Arboleda,Sheriff,Defender,540,6,0,0,53.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84.8,145,124,0,0,0,6,1,1,0,1,30,1,0,1,37,0,0,0,0,0
Dulanto,Sheriff,Defender,540,6,0,0,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,81.3,195,162,0,0,0,11,5,1,0,3,32,11,3,8,39,0,0,0,0,0
Bounou,Sevilla,Goalkeeper,540,6,0,0,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2,185,152,0,1,0,12,1,0,0,0,0,0,0,0,0,14,5,0,2,1
Kobel,Dortmund,Goalkeeper,540,6,0,0,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,175,152,0,0,0,8,0,0,0,0,0,0,0,0,0,14,11,1,2,1
Mignolet,Club Brugge,Goalkeeper,540,6,0,0,33.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.7,216,166,0,0,0,18,0,0,0,0,0,0,0,0,0,28,20,0,0,1
Musso,Atalanta,Goalkeeper,540,6,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,158,120,0,0,0,11,0,0,0,0,0,0,0,0,0,21,13,0,1,1
Pasveer,Ajax,Goalkeeper,540,6,0,0,32.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2,232,200,0,0,0,5,0,0,0,0,0,0,0,0,0,13,6,0,2,2
Grbić,LOSC,Goalkeeper,540,6,0,0,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7,165,85,0,0,0,24,0,0,0,0,0,0,0,0,0,13,4,0,3,1
Diogo Costa,Porto,Goalkeeper,540,6,0,0,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.8,269,173,0,0,0,33,0,0,0,0,0,0,0,0,0,18,11,0,2,2
Ter Stegen,Barcelona,Goalkeeper,540,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,213,188,0,0,0,12,0,0,0,0,0,0,0,0,0,16,9,0,3,2
Locatelli,Juventus,Midfielder,539,7,0,0,69.8,0,0,0,8,0,6,2,0,0,0,0,0,0,0,85.6,363,316,33,3,1,12,7,5,0,1,24,15,7,8,1,0,0,0,0,0
Diego Carlos,Sevilla,Defender,539,6,0,0,58.7,0,0,0,4,1,3,0,0,0,0,0,0,0,0,90.2,414,374,0,0,0,11,1,3,0,2,41,3,1,2,20,0,0,0,0,0
Mount,Chelsea,Midfielder,538,7,1,2,60.3,7,0,6,11,3,5,3,1,0,0,0,1,0,0,83.9,268,225,25,27,7,2,10,6,0,0,17,4,1,3,0,0,0,0,0,0
Rabiot,Juventus,Midfielder,536,7,0,0,67.6,0,0,0,8,2,4,2,0,0,0,0,0,0,0,89.0,267,243,20,5,1,0,6,4,0,2,27,11,6,5,5,0,0,0,0,0
Sydorchuk,Dynamo Kyiv,Midfielder,536,6,0,0,69.1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,87.0,297,262,0,1,0,13,3,4,0,2,37,5,3,2,8,0,0,0,0,0
Maguire,Man. United,Defender,534,6,1,0,49.3,0,0,0,4,2,1,1,1,0,0,0,1,0,0,89.7,346,311,0,2,0,16,6,7,0,0,30,5,1,4,17,0,0,0,0,0
João Palhinha,Sporting CP,Midfielder,534,6,0,0,66.4,0,0,0,4,1,2,1,0,0,0,0,0,0,0,85.0,194,165,0,1,0,14,23,17,0,2,36,29,11,18,6,0,0,0,0,0
Tiago Djaló,LOSC,Defender,533,7,0,0,60.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,83.4,276,236,0,3,0,3,5,8,0,1,39,8,6,2,24,0,0,0,0,0
Moumi Ngamaleu,Young Boys,Midfielder,532,6,1,1,57.2,1,0,34,11,2,5,4,1,0,0,0,1,0,0,83.2,192,159,11,18,2,1,10,13,0,2,28,6,3,3,5,0,0,0,0,0
Perišić,Inter,Midfielder,531,8,0,1,65.5,0,2,13,15,4,7,4,0,0,0,0,0,0,0,79.8,219,168,25,47,12,0,6,1,0,0,31,1,1,0,13,0,0,0,0,0
Nkunku,Leipzig,Midfielder,531,6,7,0,62.8,0,0,0,17,11,4,2,3,1,3,0,7,0,0,86.3,193,167,20,15,3,8,10,8,0,0,15,4,1,3,2,0,0,0,0,0
Traore,Sheriff,Midfielder,530,6,2,1,64.4,0,1,13,11,4,6,1,0,1,1,0,2,0,0,78.0,105,83,33,3,1,1,8,7,0,0,17,5,0,5,8,0,0,0,0,0
Burak Yılmaz,LOSC,Forward,529,7,3,0,56.2,0,0,0,0,0,0,0,2,1,0,0,2,1,1,66.6,130,91,16,12,2,9,8,11,0,2,2,1,0,1,1,0,0,0,0,0
Pedro Porro,Sporting CP,Defender,529,7,1,0,60.9,0,0,0,8,3,2,3,0,0,0,1,1,0,0,65.4,207,135,8,25,2,6,6,12,0,2,19,2,1,1,8,0,0,0,0,0
Lang,Club Brugge,Forward,528,6,0,1,68.9,12,5,17,10,5,2,3,0,0,0,0,0,0,0,71.3,214,152,4,24,1,8,2,8,0,3,16,7,3,4,3,0,0,0,0,0
Clinton Mata,Club Brugge,Defender,528,6,0,0,59.9,0,0,0,2,1,1,0,0,0,0,0,0,0,0,70.3,200,144,27,11,3,10,7,10,0,1,22,8,4,4,14,0,0,0,0,0
Freuler,Atalanta,Midfielder,526,6,1,1,71.6,0,0,6,2,2,0,0,1,0,0,0,1,0,0,84.2,360,307,33,3,1,11,6,11,0,0,30,10,6,4,8,0,0,0,0,0
Depay,Barcelona,Forward,525,6,0,0,64.4,0,0,0,6,0,1,5,0,0,0,0,0,0,0,80.3,254,203,37,40,15,8,3,6,0,0,2,4,2,2,0,0,0,0,0,0
Gerard Moreno,Villarreal,Forward,524,7,2,4,65.7,0,3,9,21,6,9,6,0,1,1,0,2,0,1,66.2,163,110,16,6,1,2,3,7,0,1,9,2,0,2,5,0,0,0,0,0
Lo Celso,Villarreal,Midfielder,524,6,0,0,68.4,0,0,0,5,0,3,2,0,0,0,0,0,0,0,82.5,204,170,0,3,0,1,8,15,0,3,21,12,7,5,3,0,0,0,0,0
F. de Jong,Barcelona,Midfielder,523,6,0,0,69,0,0,0,3,1,1,1,0,0,0,0,0,0,0,90.2,346,312,0,1,0,8,4,7,0,1,25,10,3,7,3,0,0,0,0,0
Morata,Juventus,Forward,520,7,2,0,60.2,0,0,0,18,7,8,3,1,1,0,0,2,0,0,78.9,137,108,0,4,0,0,5,13,0,0,11,0,0,0,7,0,0,0,0,0
Bruno Fernandes,Man. United,Midfielder,520,7,0,7,58.4,10,2,7,12,3,3,6,0,0,0,0,0,0,0,78.2,324,250,21,28,6,11,5,9,0,0,17,13,6,7,7,0,0,0,0,0
Griezmann,Atlético,Forward,518,9,4,2,64.3,2,1,8,12,5,5,2,0,4,0,0,4,0,0,79.8,191,151,42,7,3,1,6,4,1,0,20,14,6,8,5,0,0,0,0,0
Sučić,Salzburg,Midfielder,516,8,1,0,65.4,0,0,0,12,2,5,5,0,1,0,0,1,0,1,66.9,194,153,21,14,3,4,4,2,0,0,22,2,2,0,3,0,0,0,0,0
Süle,Bayern,Defender,515,7,0,0,61.4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,94.7,429,413,0,2,0,9,4,2,0,0,40,3,1,2,12,0,0,0,0,0
Yaremchuk,Benfica,Forward,514,10,3,0,66.5,0,0,0,15,9,5,1,0,2,1,0,3,0,0,70.0,103,71,0,1,0,0,2,13,0,2,2,5,2,3,2,0,0,0,0,0
Sarabia,Sporting CP,Forward,510,8,2,0,66.6,0,0,0,6,4,0,2,1,1,0,0,2,0,1,71.5,140,98,53,13,7,4,3,12,0,0,9,6,3,3,1,0,0,0,0,0
Matheus Nunes,Sporting CP,Midfielder,509,6,0,2,64.3,0,0,21,1,1,0,0,0,0,0,0,0,0,0,83.7,211,177,0,0,0,11,4,9,0,3,22,4,2,2,9,0,0,0,0,0
James,Chelsea,Defender,505,6,1,0,54.6,0,0,0,12,5,3,4,1,0,0,0,1,0,0,90.3,359,324,30,23,7,14,5,7,0,1,27,2,1,1,6,0,0,0,0,0
Aebischer,Young Boys,Midfielder,504,6,0,1,53.9,11,0,6,7,1,5,1,0,0,0,0,0,0,0,85.5,272,235,47,21,10,3,6,4,0,2,33,7,2,5,2,0,0,0,0,0
Bellingham,Dortmund,Midfielder,503,6,1,3,62.3,1,1,24,13,4,6,3,1,0,0,0,1,0,0,86.8,281,246,28,7,2,4,8,17,0,1,24,16,9,7,5,0,0,0,0,0
Zinchenko,Man. City,Defender,501,8,0,1,64.4,1,0,3,6,0,2,4,0,0,0,0,0,0,0,88.0,356,314,23,13,3,4,5,3,0,2,31,6,2,4,8,0,0,0,0,0
De Ketelaere,Club Brugge,Forward,500,6,0,1,58.5,6,10,6,8,5,2,1,0,0,0,0,0,0,0,73.0,157,116,30,13,4,2,1,11,0,0,9,1,0,1,1,0,0,0,0,0
Čolak,Malmö,Forward,500,6,0,0,63,0,0,0,7,1,5,1,0,0,0,0,0,0,0,77.5,76,59,0,2,0,0,11,7,0,1,4,2,0,2,2,0,0,0,0,0
Reus,Dortmund,Midfielder,499,6,3,1,62.7,5,7,5,15,9,3,3,3,0,0,0,3,0,2,83.0,215,182,7,14,1,8,4,3,0,1,15,1,0,1,7,0,0,0,0,0
Rakitskyy,Zenit,Defender,497,6,1,2,52.3,6,0,4,7,3,2,2,0,1,0,0,1,0,1,81.7,348,287,28,14,4,20,2,3,0,1,32,12,7,5,21,0,0,0,0,0
Barella,Inter,Midfielder,496,6,0,0,65.4,0,0,0,7,0,7,0,0,0,0,0,0,0,0,85.2,306,265,50,8,4,5,3,7,1,0,13,10,3,7,2,0,0,0,0,0
Innocent,Malmö,Midfielder,496,6,0,0,60.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,89.5,225,202,0,0,0,3,11,7,0,1,23,14,2,12,5,0,0,0,0,0
Taremi,Porto,Forward,494,6,1,1,60.6,1,2,4,17,3,10,4,0,0,1,0,1,0,0,70.3,108,75,0,1,0,0,9,6,0,1,12,2,0,2,7,0,0,0,0,0
João Mário,Benfica,Midfielder,493,8,0,4,66,8,0,7,1,1,0,0,0,0,0,0,0,0,0,85.8,268,242,40,10,4,23,13,13,0,2,18,6,2,4,2,0,0,0,0,0
Addo,Sheriff,Midfielder,491,6,0,0,59.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,85.2,137,118,0,0,0,2,14,4,0,3,27,26,7,19,10,0,0,0,0,0
Tsygankov,Dynamo Kyiv,Midfielder,490,6,0,1,65.8,10,0,8,9,2,4,3,0,0,0,0,0,0,0,84.7,174,148,22,9,2,3,3,5,0,1,20,5,1,4,6,0,0,0,0,0
Elia,Young Boys,Forward,489,6,1,0,49.1,0,0,0,10,3,7,0,1,0,0,0,1,0,0,81.8,118,96,7,14,1,2,6,6,0,1,10,1,0,1,0,0,0,0,0,0
De Vrij,Inter,Defender,487,6,1,0,55.4,0,0,0,4,3,1,0,1,0,0,0,1,0,0,92.7,322,301,0,0,0,4,5,2,0,0,31,5,4,1,16,0,0,0,0,0
Sergio Busquets,Barcelona,Midfielder,487,6,0,0,63.9,0,0,0,2,0,1,1,0,0,0,0,0,0,0,89.0,382,340,0,0,0,16,9,14,0,1,29,19,9,10,3,0,0,0,0,0
Shaparenko,Dynamo Kyiv,Midfielder,486,6,0,0,68.7,0,0,0,7,3,4,0,0,0,0,0,0,0,0,87.3,321,287,44,9,4,17,7,8,0,1,33,11,4,7,4,0,0,0,0,0
Mukiele,Leipzig,Defender,484,6,1,1,57,0,0,3,5,2,2,1,1,0,0,0,1,0,0,72.7,196,144,13,15,2,10,9,8,0,0,30,9,3,6,18,0,0,0,0,0
Wendel,Zenit,Midfielder,484,6,1,0,59.1,0,0,0,7,4,2,1,1,0,0,0,1,0,0,92.3,295,274,0,4,0,4,4,8,0,1,22,8,4,4,6,0,0,0,0,0
Meunier,Dortmund,Defender,484,6,0,1,65.6,0,1,7,1,1,0,0,0,0,0,0,0,0,0,77.3,271,212,5,18,1,3,6,1,0,1,42,3,0,3,9,0,0,0,0,0
De Roon,Atalanta,Midfielder,484,6,0,0,62.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,81.5,298,245,0,1,0,6,10,1,0,2,34,4,0,4,15,0,0,0,0,0
Nsoki,Club Brugge,Defender,484,6,0,0,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,184,162,0,0,0,4,7,2,0,1,41,7,2,5,27,0,0,0,0,0
Renan Lodi,Atlético,Defender,478,10,1,2,61.7,1,5,9,4,2,1,1,0,0,1,0,1,0,0,78.8,164,128,25,20,5,5,14,6,0,0,23,21,6,15,8,0,0,0,0,0
Davies,Bayern,Midfielder,477,7,0,2,61.4,0,0,18,7,2,3,2,0,0,0,0,0,0,0,86.7,278,236,26,15,4,4,7,4,0,0,24,4,2,2,4,0,0,0,0,0
Maycon,Shakhtar Donetsk,Midfielder,473,6,0,0,62.9,0,0,0,5,0,2,3,0,0,0,0,0,0,0,94.5,395,373,58,12,7,9,5,1,0,0,18,2,1,1,3,0,0,0,0,0
Carrasco,Atlético,Forward,472,7,0,0,60.1,0,0,0,6,2,1,3,0,0,0,0,0,0,0,79.7,148,117,21,14,3,11,1,7,1,0,8,1,0,1,8,0,0,0,0,0
Cuadrado,Juventus,Midfielder,472,7,0,0,56.2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,87.2,256,226,32,28,9,3,3,9,0,2,23,6,1,5,9,0,0,0,0,0
Felipe,Atlético,Defender,472,7,0,0,51.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73.6,195,168,0,0,0,5,7,2,2,3,34,3,1,2,31,0,0,0,0,0
Witsel,Dortmund,Midfielder,471,6,0,0,59.8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,93.2,311,294,0,0,0,6,5,4,0,1,35,5,2,3,5,0,0,0,0,0
Neymar,Paris,Forward,468,6,0,1,55.6,7,1,27,10,1,5,4,0,0,0,0,0,0,0,84.2,259,223,0,5,0,5,4,20,0,1,11,3,1,2,0,0,0,0,0,0
Bamba,LOSC,Forward,468,6,0,0,58.2,0,0,0,4,1,0,3,0,0,0,0,0,0,0,81.3,218,174,40,25,10,8,7,11,0,3,19,5,1,4,7,0,0,0,0,0
Dumfries,Inter,Defender,467,7,0,1,60.2,0,0,5,6,1,4,1,0,0,0,0,0,0,0,77.2,124,93,14,14,2,0,12,7,0,1,10,6,1,5,4,0,0,0,0,0
Goretzka,Bayern,Midfielder,466,6,0,0,59.3,0,0,0,16,3,7,6,0,0,0,0,0,0,0,85.7,338,307,33,3,1,5,7,4,0,0,35,8,5,3,6,0,0,0,0,0
Zapata,Atalanta,Forward,464,6,3,3,50.1,0,7,10,22,8,7,7,2,1,0,0,3,0,0,70.0,130,92,20,5,1,0,7,6,0,1,2,2,1,1,3,0,0,0,0,0
Coquelin,Villarreal,Midfielder,463,8,1,0,57.6,0,0,0,3,2,1,0,0,0,1,0,1,0,0,82.0,150,124,50,2,1,1,9,4,1,2,13,9,3,6,6,0,0,0,0,0
Ocampos,Sevilla,Midfielder,463,6,1,1,50.6,1,1,16,12,3,7,2,1,0,0,0,1,0,0,79.2,165,133,21,19,4,1,4,18,0,2,9,1,0,1,2,0,0,0,0,0
Lauper,Young Boys,Midfielder,462,6,0,0,42.1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,90.2,348,313,0,0,0,6,3,1,0,0,43,12,7,5,13,0,0,0,0,0
Grealish,Man. City,Midfielder,461,7,1,1,57.1,3,6,18,10,3,0,7,1,0,0,0,1,0,0,87.2,243,214,40,5,2,3,9,17,0,0,11,2,0,2,0,0,0,0,0,0
Claudinho,Zenit,Midfielder,460,6,2,0,55.8,0,0,0,13,4,6,3,1,0,1,0,2,0,0,85.3,267,229,45,22,10,5,7,8,0,1,20,6,1,5,3,0,0,0,0,0
Otávio,Porto,Midfielder,450,6,0,0,53.8,0,0,0,6,0,4,2,0,0,0,0,0,0,0,70.0,197,149,56,16,9,4,12,8,0,1,19,13,7,6,5,0,0,0,0,0
Feddal,Sporting CP,Defender,450,6,0,0,49.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,71.5,259,229,0,0,0,7,0,0,0,0,24,8,3,5,19,0,0,0,0,0
Palomino,Atalanta,Defender,450,5,1,1,50.5,0,1,0,3,1,1,1,0,1,0,0,1,0,0,83.6,245,207,0,0,0,12,5,0,0,1,41,6,3,3,14,0,0,0,0,0
T. Hernández,Milan,Defender,450,5,0,1,51.4,3,4,10,3,0,2,1,0,0,0,0,0,0,0,78.6,215,172,31,16,5,7,5,9,0,2,21,5,2,3,11,0,0,0,0,0
Danilo,Juventus,Defender,450,5,0,1,49.9,0,0,1,2,0,0,2,0,0,0,0,0,0,0,89.6,362,331,0,7,0,9,4,6,0,0,24,9,1,8,21,0,0,0,0,0
Mykolenko,Dynamo Kyiv,Defender,450,5,0,0,56.4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,84.2,201,171,22,9,2,6,3,5,0,0,22,6,2,4,9,0,0,0,0,0
Syrota,Dynamo Kyiv,Defender,450,5,0,0,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,85.6,224,194,0,0,0,4,4,0,0,0,23,4,3,1,24,0,0,0,0,0
Koundé,Sevilla,Defender,450,5,0,0,53.2,0,0,0,5,2,2,1,0,0,0,0,0,0,0,90.0,343,311,0,0,0,11,3,4,0,0,48,0,0,0,15,0,0,0,0,0
Savić,Atlético,Defender,450,5,0,0,51.6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,81.0,191,158,0,0,0,9,1,1,0,1,34,6,5,1,17,0,0,0,0,0
Akanji,Dortmund,Defender,450,5,0,0,50.6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,87.0,299,262,0,1,0,9,1,2,0,0,39,5,2,3,12,0,0,0,0,0
L. Nielsen,Malmö,Defender,450,5,0,0,49.1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,84.8,162,140,0,0,0,4,2,1,0,2,27,6,5,1,28,0,0,0,0,0
Marlon,Shakhtar Donetsk,Defender,450,5,0,0,48.8,0,0,0,3,0,3,0,0,0,0,0,0,0,0,94.8,424,402,0,0,0,8,6,0,0,0,21,3,1,2,15,0,0,0,0,0
Mbemba,Porto,Defender,450,5,0,0,46.5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,88.2,215,192,100,2,2,10,3,4,1,2,31,4,1,3,19,0,0,0,0,0
Casteels,Wolfsburg,Goalkeeper,450,5,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.4,182,129,0,0,0,10,0,0,0,0,0,0,0,0,0,18,8,0,1,2
Ersin Destanoğlu,Beşiktaş,Goalkeeper,450,5,0,0,29.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,145,101,0,0,0,7,0,0,0,0,0,0,0,0,0,20,17,0,0,0
Donnarumma,Paris,Goalkeeper,450,5,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,153,128,0,0,0,13,0,0,0,0,0,0,0,0,0,18,6,1,2,9
Gulácsi,Leipzig,Goalkeeper,450,5,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.2,182,145,0,0,0,21,0,0,0,0,0,0,0,0,0,11,14,0,0,0
Bushchan,Dynamo Kyiv,Goalkeeper,450,5,0,0,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,200,142,0,0,0,18,0,0,0,0,0,0,0,0,0,13,11,0,0,4
Athanasiadis,Sheriff,Goalkeeper,450,5,0,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,154,106,0,0,0,10,0,0,0,0,0,0,0,0,0,29,8,0,1,2
Musiala,Bayern,Midfielder,448,8,1,1,59,0,1,20,10,3,2,5,0,1,0,0,1,0,0,83.4,168,141,0,2,0,0,5,5,0,0,17,2,1,1,1,0,0,0,0,0
Brorsson,Malmö,Defender,448,5,0,0,49.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.2,163,139,0,0,0,4,5,2,0,2,17,4,3,1,22,0,0,0,0,0
Ziyech,Chelsea,Midfielder,446,9,1,2,53.5,23,0,12,13,6,2,5,0,1,0,0,1,0,0,76.8,240,186,26,41,11,3,13,8,0,2,11,5,2,3,1,0,0,0,0,0
Saelemaekers,Milan,Midfielder,444,6,0,0,57.3,0,0,0,4,1,1,2,0,0,0,0,0,0,0,77.5,182,141,28,7,2,1,7,7,0,1,24,5,1,4,2,0,0,0,0,0
Douglas Santos,Zenit,Defender,444,5,0,2,50.5,6,1,3,5,0,3,2,0,0,0,0,0,0,0,85.0,238,202,39,23,9,4,4,6,0,0,23,8,5,3,20,0,0,0,0,0
Chistiakov,Zenit,Defender,444,5,0,0,50.8,0,0,0,5,1,2,2,0,0,0,0,0,0,0,92.2,209,196,0,0,0,4,7,1,1,2,19,6,4,2,18,0,0,0,0,0
Souza,Beşiktaş,Midfielder,442,5,0,0,55.5,0,0,0,3,0,2,1,0,0,0,0,0,0,0,87.2,267,237,0,1,0,13,7,3,1,3,40,20,12,8,9,0,0,0,0,0
Berget,Malmö,Midfielder,438,5,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,162,104,28,7,2,0,3,4,0,0,15,3,1,2,16,0,0,0,0,0
